session_id,event_count,question_session
0061DA0A-2A62-473E-99E3-549CBE5DE7EE,47,True
0063440B-8347-4624-A71F-DCC8BDDC91A9,5,True
00646222-866b-48a0-b48b-9ce5b680ffd6,62,True
00659739-89F5-4A5A-9062-46B5AFE2234B,529,True
00666fb6-7dd2-4eb7-a79b-13b747a1c1eb,55,True
0066AEEB-36C1-4EA7-9B6C-B1C692F73209,23,True
0066EF45-CAE2-44CA-8553-DE9A3DFF4820,154,True
0067DBFF-C5C7-4F4B-8FB6-9819851AE1F2,11,False
0068C165-D768-46E0-9164-AF80BA8472A7,49,True
0068D6FC-E907-40A7-939F-248B9C3CD26D,4,False
00697a62-2d7e-4b97-81cd-0c1514a3c361,31,False
006BB2A8-CC9B-49D6-8BF4-85521164305F,83,True
006EC233-3050-441A-ADAB-D1E94EEBE769,89,True
006F9B71-954C-42C3-9C9A-2DB1A9D9FD14,83,True
006a8f0c-e321-427f-afb3-114cb919136a,348,True
006d7bfe-b423-4ded-b75b-d548e91ccce0,101,False
006df6f7-c846-454e-b950-e7450fb36394,21,False
006ed57c-cacb-4f6a-a08a-59e793f0fbc8,36,True
006f25d2-1c65-4ab5-83e0-87437ff02034,47,True
00702eed-93ab-4f15-8b0b-70c6c96f41f8,2,False
00728937-B294-49FB-B985-A4972D45D85F,30,True
0077EC39-08FD-4972-BC80-E0FE0BBA96C3,18,False
007871da-a7f4-48f5-8d54-6777a9b62157,14,True
00795438-B41F-42C5-83D4-0204EA5DC76F,19,False
007C205C-3546-4F20-A0D6-1A235FC413A5,63,True
007FAA6F-89F4-4E65-9E23-304CEE3FB910,17,False
007FCA34-CA0B-4802-A94A-2215D7E72D8C,105,True
007abb05-8f11-42dc-93fa-03e58c76c582,172,True
007ff449-af19-42f7-a504-1532aa05bc07,107,True
00809RrWLtWGZqAylSKhiCGRCIZ2,4,False
0081568f-bdc7-4ec0-a858-3b66916aeba8,81,True
008328fc-67f2-4fb6-a614-e4ad8695d1db,158,True
008790F9-3A62-44C4-9DC4-D0ED3C131CC9,67,True
00884f1c-7ddb-4a31-ad70-5f9e1c0cee25,49,False
0089DCD1-A7D2-44BA-AAC2-CD3226804AB3,25,True
008A2BCC-872E-4738-81E4-56A397F5DA58,27,False
008B6C3F-8351-4367-92F3-C063292004F0,7,False
008D5602-9AB5-4035-ABBA-EEA318F15FCF,204,True
008D9AFE-7E07-47A6-98E9-545BBC07C945,23,True
008DAA55-8DF3-4405-9E11-D4A95E76825C,2716,True
008a1e15-f08e-4a03-80af-631982cb5f79,256,True
008e583b-c7c1-491c-b46a-e9afbf4a2e32,32,True
008tC2rC0BaMMbCssEPu71R8kGm1,38,True
008z44k3maMuxmjuEes7csnOpei2,49,True
009203dc-19dc-4730-b022-869530e4f3ba,12,False
00936d82-ae77-4262-bd30-e6ebaadc21b0,20,True
00950990-7c9a-4d93-99f0-af5af99ca464,25,True
00958047-AFD5-473B-A5A2-1E714C8E05B3,118,True
0098F72C-7019-42FC-8000-C8713023E7A8,14,True
009D2A93-4D35-48FB-8B0F-EDE0DFCB92AB,24,True
009F352A-7E61-44F4-B841-593AD629D532,7,True
00A03B62-108C-418D-9E8C-D6725C1BA9EC,31,False
00A08C4E-D669-483B-9EE5-BBA65F0433EA,353,True
00A3BAC5-F98C-4BEB-B92E-A5ABD98287D1,18,True
00A52C18-71B9-4DB2-A9F4-A84468BD6757,66,True
00A94634-93D8-4E33-BFCB-BD7990C8D696,29,False
00AfO8YZtHhm9VGwLeLCjnlR9Lv2,40,True
00B041FA-B1C7-491D-84E3-9722692FBC78,10,True
00B6250D-B175-4976-BB39-452951917B43,58,True
00B82904-AF1F-430A-A1CC-AFDC2915EEB9,125,True
00B8CC1B-1BF6-4B01-BC73-4C1CA5D5C797,50,True
00B93CB2-0663-4017-B42F-77F5B5765D24,19,False
00B981EA-8279-4913-8C96-E930ADA5F63E,28,False
00BDDCE6-0D91-42CC-87DC-AD91673AF952,49,True
00BFB4D9-F292-45FE-A508-2FD92961CCBA,75,True
00C1B203-80C3-4CAD-BEF0-CC8D9DFA8EB5,105,True
00C3224F-480C-4CFB-B694-0F3B670EAD60,12,True
00C4433C-0FB9-4488-A74E-2BC8721EC383,36,True
00C4B615-AB15-4FAD-975B-E83FD45DA34B,50,True
00C5897E-BA52-4A40-A681-FF99A7260ADB,29,True
00C5BD4D-9BBB-46E1-B512-2B92CD24C4B7,15,True
00CD88D7-02E8-435F-B138-9A6B7DAC8733,19,False
00CMkts9gsb7EKz4yQnJCfyyNRF3,4,True
00D3229C-8EB4-46E9-BC39-0D38654901E0,22,True
00D4E29C-69C2-49FC-8084-F061F810B2C2,210,True
00D9A1E9-9415-4BFD-83C2-4DF1EDF1380A,26,False
00D9BE59-7378-4A93-92F2-D34217B7A1EA,16,True
00DE0DA1-B94A-490D-BBBD-DE13B51DE0EA,221,True
00E3869E-1BA4-46BA-87C3-845B6A2702CC,57,True
00E5BE3A-5203-40F4-A664-C649BCE8CB78,681,False
00E66541-2656-4BD9-829D-48E7588DA39C,18,True
00E97181-89CA-4545-A44D-58850396349A,31,True
00EDD7BC-DA21-4DEE-880B-746188C62B7D,14,True
00EDDCCE-5985-480A-9FDA-C2E0B7A4DAE6,145,True
00EE71F0-D292-464C-B951-EF645C91450A,16,False
00EE9D54-709F-4312-B687-CC136DF5B166,31,True
00EF8780-9767-49EA-8751-5A12B2740A35,5,False
00F4056F-C7D5-4251-9D38-ECFBDC121DF3,17,True
00F51AFF-7F10-4E45-A6DC-5B86D8E460A0,7,True
00FC6B34-C67D-434B-84FF-DAA1E3B600FE,19,False
00FF561F-479F-4FDB-8C67-FEF2BD74AE98,27,True
00FF9F99-6ECF-47FE-8B7B-C4E3D7CCD00F,81,True
00GkxxIgw8O9pVBzIHIQNTYsHqK2,41,False
00GmYqjW7Bf8I5iB1xrV4GWdGOu1,29,True
00Ha0SlKsieJnffpYrOujlNHNtx2,16,True
00HjWhPSsDZZwajd6Dz7vlU94pf1,13,True
00IxwORU5nRYLA0mdHl2Mo33UFt2,29,True
00JJQ75xLmOMBScl7o317zNni5A3,18,False
00KQcbfsi8T8IudZdrJ1uCsObUG2,50,False
00M3Y1SoydeYioCEhbtRqrJLHA72,49,True
00Nk6wqd9YfriUBVMww3OymERTO2,36,True
00OXd2NfpzSFC028ZVIPuqEfhox1,39,True
00P0q5rMMwY5I2I4M1uYTX20oa82,44,False
00PPZDr5IzRnvqN6ter3Tq4vq7i2,2,False
00SLY0Mm6ack6qZquAFyyrkoERd2,22,False
00SSstSnfuX7zMs2xHw5meO9ieu2,26,True
00U0khr6pNQYeBFTgnMSucjvvii2,4,False
00VJievphVTRRGaR713rYXD3o7a2,46,False
00VrfmZkaUSugmjbvrHflIxenIB3,2,False
00a01fcd-9ca1-4b6f-8d32-fc6b9864b938,520,True
00a09790-f5c7-450f-8af1-f375d6d99e53,29,False
00a4d2d6-3040-407b-b0f5-a5b70cafe2a6,67,True
00a8TJfzHHNddbzW5EMpZJYFlwE3,2,False
00ae8af3-77fd-47b9-9ebf-57eed4163615,10,True
00b10ea2-7a26-49c9-b3ea-bc734c705d69,23,True
00b51130-cd19-47d9-9ead-6bed83230f45,221,True
00b926db-ffb5-41ea-b2ea-8761fbcda379,32,True
00bbYjxvtuS7PnhvJwrwn5HXJXm2,16,False
00be10f3-7311-412d-9c81-1fe2a94bb244,24,False
00bec1f9-10cf-4a46-9d93-836c817c0cb8,160,True
00c0XE8yIPYbzBEsiNfm2TIAcEj2,20,True
00c0ec0f-fd51-484b-9c7b-034069c69414,12,False
00c38694-22b4-4ebe-8ac4-23028987d45f,154,True
00c52643-2a55-4ff6-8508-497e58887777,37,True
00c58bef-1de1-457c-8a16-f930b34a8ed9,21,False
00c97807-aaa6-4327-b8b5-034b21a9e0c8,68,True
00cFFfoSk0RpfUpWs4bt3gtTbJM2,5,False
00cfcd4e-aaeb-4307-9276-1bd687f92e01,32,True
00d138ce-724b-4b82-8b07-a0c3901fe733,79,True
00d79632-2e3c-4f96-94da-96c786d2c8f9,2,False
00d803f7-04ac-4c63-94ff-41ee5792a595,170,True
00dac19f-0e86-4c43-9cae-e3b8078ca274,8,False
00dafa54-d7c2-4764-bc93-5a465cc3a549,540,True
00e0faa5-187d-4d41-ab63-37f023b9d4ce,37,True
00e43564-3f10-4fc0-8714-a13b736a7e81,34,True
00e436cb-5dde-4abe-972d-be98322fc52e,52,True
00e53dea-02c8-451e-b599-a7823189fff0,209,True
00e7b94b-c4b9-43da-814e-34b2a187ebcd,36,False
00e8e3ef-e332-4f95-944b-58f3932dec7e,2,False
00e8yHsHlzd44hYfuRW3QcEZQGY2,14,True
00eFkrUvjDh9w1NF0OZ7WD8AFui2,23,True
00eae115-822b-4ffd-82a3-e3c1328143e2,17,False
00ebfb11-0b49-49ae-b968-b4d8c011736d,24,False
00ec39e5-2bce-4052-9665-5d8ffbf575d6,104,True
00efe2a2-57bf-47e8-a771-42451dd9f375,24,True
00evOxU2cHfzdpmBHIBCRaItTgf1,19,True
00f25e13-5001-41dc-bd09-bb78ed0c85fa,27,True
00f2ea8f-d7db-40f4-b33d-f0b0698607cb,43,True
00f6f723-8020-462e-b377-4f0573828476,35,True
00fEKQZGFxNf7z1gYFA7WP74IyB3,31,True
00fIqKAUrPOoFVojZXtzz1WCrKG2,252,True
00fb9297-17a7-49e0-b2a5-f5b34d9e2b74,15,True
00fd1245-81e1-47c1-ae71-31e1c8cc611a,70,True
00ff9135-2282-471c-a308-b22543aee287,24,False
00gdzN36Y0aTUJXkdOw2fxbqrCm2,22,True
00hwzHjkELfLUkdzRbPQ393mydJ3,36,True
00kNcQVN0SP0Hfr7bGtZca1X1Br1,87,False
00oNakDbYad7cMzMLnURKluYodp1,37,False
00oXRh5FJfeKabUfrFqnXEbBC733,160,True
00oZYKN86YfPakq731CTbvTqC5V2,34,False
00okiJefl0XpiJOowWnl62oP0jW2,52,True
00pzuUuu32VF9RSQZIX1pbHuKVW2,4,False
00qwg5ow4Qc9Wm8rlq1ruAYMyi23,15,False
00uSZG6J6Wank0IHgVtLaEq8Xzr2,2,False
00xKXOLadKNq4tbZ8gcbfvu5vBw1,60,True
00y0NNxIGDV2LdvCYyfpn46VMUn2,11,True
00y1FUEGiGYKnK38XoOg03IOcH93,24,True
00yIIR9FGDcCljQFqzBO9UdZFcm2,19,True
010076DB-4BBC-4014-9752-B450B94D7D67,5,False
01007701-2435-4933-80AD-2DF9AA2169F1,42,True
01016D39-00DA-4D13-91D1-11C22B91C1F0,71,True
0101D1D0-05CA-4FCD-AFDA-4896CA5BA104,45,True
01030ec6-5c07-422a-af2e-048176235d92,34,True
010515E2-73B1-4C3D-BFF7-F58F2A2D44F9,430,True
010541f8-6308-4d49-9cd4-515524f5279a,15,False
010660b2-5073-43ec-b6eb-a8652a1baa47,52,True
0108B63F-5B35-4DE8-9880-E7864955969D,9,True
0108c512-30fe-40ec-be37-f0c1a2fffc9d,35,True
010B92C5-8D48-4E59-8EC6-6EBD7086CB7B,2,False
010af409-9c5f-4211-948f-21b3151b61c3,75,True
010d7f80-4efa-4d70-be37-5e293873aac5,23,True
011064B1-DC47-4281-9C8C-157F334872A0,11,False
011247D1-3CC9-450A-A213-E047238DE111,15,False
01139FFE-8B9D-42C7-9C2D-A5F6FCFB1529,336,True
01145013-dd50-4446-b608-1b966fb7d1f3,68,True
01148605-CBBD-468F-9856-AE5209CC9E8D,18,False
01151545-607b-47ab-ba70-b0f53b6174c6,144,True
01164db4-efd4-44b5-b5cc-9840868454a3,147,True
0116B397-F0C1-410C-9DEA-D598D413B55E,2,False
0116CB5E-D12D-434E-A58D-3FF95643758B,73,True
0117029b-1653-48fb-ab61-b92a1d86a2f4,38,True
01170424-3BDC-4A40-83D8-3112AF46E02B,187,True
011E9231-F745-49FA-AC21-A2418DCF4623,114,True
011EA7F0-B2AE-426D-AD13-B1E558379303,40,False
011F9B5D-CA0F-4F3F-B4C5-027308B2E17E,11,True
011c9def-5803-4582-9dfe-f1736c258016,19,True
0121E106-3DA8-47FC-A882-C9F4FA0FCCC9,62,True
01222490-E69B-42ED-9BD2-791C9BA302FB,36,False
01232D9A-37B8-4D36-BF81-BBFB9B497748,39,True
0124C36F-DC6D-4C2F-BA1C-12A222AB3865,15,True
0125b281-287a-44b0-9c51-607de4121903,702,True
0126AB0A-8DCB-4AD8-899D-318714AF5053,32,True
012F9F41-874C-4DCD-9F27-6468A4626BA8,20,True
012bca9f-fbe8-40f2-8e64-b48d5264ea1d,36,True
012d3c99-3749-43fc-bc14-8de7677ab993,286,True
012f68f8-65d9-4de5-a714-15814a9af6c7,17,False
0131c6db-237a-4f62-aaee-e42f971507f7,50,True
01321597-5BF7-4ECB-B1D9-2018A52ED035,2,False
0133ff61-0840-4770-9826-cda69ea61846,114,True
01354743-F18A-4272-AD2F-01D89BE7BA1D,19,False
01373c0c-e215-4f3e-b54f-6cbf1af43729,76,False
0137AE36-370D-4EFA-8ED5-5DD4D08A914E,14,True
01381f58-d1ac-4e98-9989-0e433efdb4a4,2,False
013BF6FF-ECA6-4981-9125-57152312F798,108,False
013E1F17-D630-40A8-90B1-273E34D18F98,191,True
013E2891-B719-43AE-B721-F28EA6555132,39,False
013EA12F-4204-4613-A88B-8EE2EA4A74E0,12,True
013P0D0vgLWQmG598hWzF23ud2V2,29,False
013d1e13-8ed1-444b-bfb1-fdea9d23faba,466,True
0140cdce-8e25-4910-9f84-93099b8b9334,19,False
01424D9C-AA37-4DC5-81BE-5BEB98AF41A1,117,True
0143445C-D2E8-4421-9793-0A2E4DEE7414,49,True
01481E49-867E-44A4-BA99-6B35F3D3B651,7,True
0148EEE1-2A95-40C9-BC83-5DDDF9BF475B,25,True
01499c29-cb30-441e-9047-d27b99f55b67,138,True
014C144C-51CB-463F-BC10-1D50A4547B0B,48,True
014C8540-8495-4D20-AFD1-D4FF2B1F7365,46,True
014be135-fa16-47e6-9890-2a6a91889bd6,42,True
0150171E-C5AC-4EF9-A0EE-0D4D6770E8B7,16,False
0150ed82-10a8-4760-930a-fca4203964a7,20,False
01538726-2BB6-48C2-A8EE-4B90F534950B,37,True
0154C4FD-30AB-4979-8AB9-89B40B25F961,6,False
0156468b-ba36-4c0b-ac3d-1c1a88f350e4,36,False
0157C8EA-8735-49A3-BAAC-3602ECB148D7,87,True
015ceb4b-7ff0-4ab4-b7ec-6c419940da96,10,True
015f171c-fb2b-4ae4-b0a9-9fb1236c4f51,18,False
015nFfgy3karSPoVPJ6o3WP3PWB2,22,True
01620541-c982-4257-a834-4249282440ba,38,False
0162ad45-f3ab-45ad-8837-aef6443c8dfd,7,False
0162fc54-4120-49ee-b586-d0cd6af1df13,2,False
0164435B-477B-4461-86DF-68E509E13D5D,14,False
01645935-774f-46a3-89a6-cc08cc302bc1,183,True
0165e46d-45e6-44c2-bb2e-66116eca4287,916,True
01677C1A-B78B-4EAF-997B-78248EB9A420,31,True
0169E528-1351-456F-9D2E-BBD2A0995DD7,34,False
0169ed91-8666-41d6-9902-e802787e0480,136,True
016C1E74-B8F6-4351-A69D-3CF663972688,29,True
016E9D24-5124-41C8-9A0B-375336967C73,31,True
016fa99e-fa18-4fd2-88cf-ac65aad23f45,33,True
0171a859-b0cc-4600-aebb-9c1e5ff2ef1d,25,False
0172EB36-AAFC-4570-9642-0566A85E3239,45,False
01757C2B-D2C5-45DE-BCBA-C0C230AA322E,184,True
0175l8zJJJVp66xqCce6aHsO7Ac2,52,False
01792FnwkxPjorTQWchCr3jAhdM2,38,False
017D96E1-D7E5-4EF2-BA62-DB80413D3F0D,32,True
01807D03-9ECE-452B-8F80-917987CB24F3,23,True
01816c4a-9617-46e7-9c87-5e8c9cb3f0db,68,True
0182734a-ac0e-4048-a69f-d210cf72a19b,67,True
0188E94F-8E15-41B1-BB80-22DF188EF21D,89,True
018936D2-8BE4-43A0-B486-029D8D7AE364,52,False
018AEB2C-7554-42DE-80E4-3E80F7E80738,81,True
018C162D-104F-4924-813D-BC70A5B812A1,7,False
018D48FD-1A9F-4F07-B436-133D69F332ED,8,False
018F1813-DD7D-42F2-8789-61574024087B,99,True
018aa6fb-b5c2-4709-9405-cc35e8258ec2,14,False
018b0307-4593-4d35-a951-74d5d0dbbc22,4,False
018b5aa5-1d06-451d-9753-c4f3e0524767,278,True
018c6601-ae77-4edc-8d79-95e26346f727,45,True
01908b5a-3dfb-4834-9758-8d9b9160dcec,7,True
0191E5FE-166C-40DA-89FF-7A1863096D6B,25,False
0191d532-23e3-48cb-875c-e7873f9260da,4,False
01939041-270f-45b5-ae2c-ceca04a9bd96,62,True
019710E2-1596-4D7A-AF27-704C18E7DFBE,16,False
0197B4E2-F2A5-4783-B36F-9B5CEC343A29,5,False
0199D19E-BE1A-4E6E-B800-9C23DF0335D4,24,True
019CD435-3B75-4D8A-A969-E36C2E4D6034,39,True
019b82e9-c8d7-4c89-b3d3-b171e251dbb6,46,False
01A57AB6-17C8-4F0F-9CA7-644CD9409AF1,15,True
01A72C22-94EA-4B36-BC81-C424A2CAD4D2,17,True
01A838B2-EF56-44A5-BC1F-746B501912E7,21,False
01A9AF54-9D93-48DD-863C-BF18A04CCA28,25,False
01AC2EB4-C140-4F16-AE5C-7906F1E0241D,43,True
01AD8F07-5A26-4EFE-842C-C80E624632D7,144,True
01AF0A99-5170-46FF-AE51-75524E636F50,14,False
01AFwjixW3g71TBRvwpicKD3xXO2,23,True
01AS2s6Bfwg29JkyjVFlUi8nRAb2,22,True
01B17027-C170-4CF0-B95F-0CBA90D67310,7,True
01B178FB-97F6-48C1-9A51-1FBB7A63E231,11,True
01B1CDC8-28F0-469D-8A68-A4B56AF60AF7,20,False
01B44F6D-6BA9-4083-A1D4-145B73204A5B,14,False
01B633B8-3E06-44E5-B73A-A69C90D3A4D2,24,True
01B81812-A3FE-4016-9328-FAE2EE4B3A3A,30,False
01BE526E-E789-4AAC-9898-DE17D8C34BAF,36,True
01C1442E-C46D-477E-9E87-D8BC989E88E0,48,False
01C1B2A8-F905-46C7-9F0E-126A57405CB1,13,False
01C34366-A300-4C6F-90F1-6A6708723986,18,False
01C3C8BD-AC97-438C-A5B8-EDE3A891DACD,9,True
01C4C076-6CF0-4A95-A1D6-AFF62EADAB3A,23,False
01C8BEE8-F4E9-4215-BA69-8B83E258878E,28,True
01CCC5E2-964E-45C9-95C6-6299FDC2780C,180,True
01CDF770-A0AE-47CC-A8C8-5042879831FC,17,False
01CF0DD9-C043-45B8-B805-1CC1F8B9F1A2,17,True
01CfXQ0NOGQBtGiuTnk0xxWHMwg2,73,True
01D2BF59-D959-4381-8F2B-C979C003FF3E,360,True
01D2C970-E4DC-42F4-8C1F-D00A4D6B0EB7,7,False
01D4JyWhtpe1NQTYBEzh7DJR9YG2,33,False
01D83EDD-2DF0-4952-8346-0FEF67445AF4,12,True
01DA51C5-E128-41EB-A085-C66C8B94588B,24,True
01DB1C43-F695-4E8F-93BF-7E717E242E45,88,True
01E08897-2EEF-4FBE-AD5B-BD0C3D35BEEB,31,True
01E59C78-481D-4453-9271-5FAC3815A86E,2,False
01E849B1-DD53-4C7D-85F3-7806E62780BB,93,True
01EBE3BC-E594-40A9-A652-0493A3809556,19,False
01EDFC64-A81A-4178-BE94-81F6A3F4C110,37,True
01EFB9D7-A82A-435B-B845-6E2F176F67B4,4,False
01EwFA5QXyQPIlptQIuIGAU348u1,9,False
01F32838-DD2D-49FE-BDFF-D4CA655DB34B,52,True
01F6F664-5574-4EC9-9566-D67AB084CC2A,155,True
01F91A32-EA9B-4502-B58F-59904833EA32,15,True
01FB633C-1C4E-439F-9CD2-D106C7F4970B,718,True
01FBE779-FB7D-442E-B246-D1AAD5A5640F,40,True
01HMdOMDT3TselZ8L63rNEPfnS63,138,True
01HUqu7TcrUgu1OIiopqkJVBqck1,113,True
01IFeTkPWPcF850ZlabRscUPVI63,17,False
01IPATxbfkT4xmZwQnV4ooNYAex2,15,False
01K5TCR0v5WDCo5nFY4Vp4GhPZP2,11,True
01NuSMUoiXM2TjI9CRH54ZZOWiv2,19,True
01PEqMPCEvMhGHg3WWe3UwuY5sp1,18,False
01R5eIC6NXeitl53nlEhWwWd32O2,23,False
01Swev0U9gQbCuCtFX6g8ONzHVJ3,2,False
01ViPsS4IBOFjSQxTeJ3sKuy22I2,24,True
01a1a028-c182-4549-87d3-57211110c49f,125,True
01a39858-d500-46bc-8688-ac0ba4e1b9ae,70,True
01a5EgQbRLOPAe0dMjomfTdI3Zi1,44,False
01a732ac-692b-4723-ac2d-7cdb3350d356,15,True
01ab09ad-d3b6-447e-9649-c335b068e035,173,False
01ad0a95-d338-40b5-bf9e-7e8d3d49ee47,16,True
01ae1e53-ad1a-4d8a-ad64-ce22aeb7b89e,21,True
01aed1ce-2515-4b1d-abe3-395b158cb8e8,47,True
01b05547-49ea-4746-b48c-9f3a22f6e463,12,False
01b3f69a-f3b8-4c8f-aba1-632728c23f20,34,True
01b6MjDgooU5t2u5XE89e3Y9Ohg1,70,True
01bIAc5jZKd0ylbez19iminNCeH3,240,True
01c23a4b-e33f-4c79-84a4-f13322977ac6,4,False
01c4d281-9470-47a6-9abc-b0b2091fd456,471,False
01cLSZQu3sPiBEM0i7AndnHLlLF2,30,True
01cb3d2d-df3e-4bdf-b416-8afc08f8981a,15,False
01cb9a88-8f02-48dc-bda7-73bb55a701a8,53,True
01cc8d05-5665-429e-b378-3cb2a83240a3,42,True
01cefbae-c5f6-46e0-a0a5-16fe970529b2,67,True
01cf41a1-d859-49c9-a15d-71f98305b0c5,63,True
01cpwrG3uMhKsKgeWJq8SrIETSr1,3,False
01d430e7-58c7-4a23-b9c3-b63a2b863966,96,True
01d4a5a6-2308-421d-8325-116247870e75,63,True
01d4ca84-f521-46aa-9f01-cab24fc3331a,20,True
01d8a7c6-39de-4dec-bff5-75d9d56b653b,29,True
01d9da7e-111c-41f8-89de-feb400f57b76,16,True
01dc819a-6a17-4866-b349-98c58f0fa468,10,False
01ded6e9-b9e6-4c2a-9bac-0c884c5776b3,35,True
01dfd471-8ca4-494e-9950-2e96b946f0d8,7,False
01dn3RfqjJTRpoxeGPICkWBJrUY2,44,True
01e1e82c-31c4-42d3-b044-2f81b50bc351,38,True
01e2afae-fe05-467a-bc09-8c71d98dc873,21,True
01edb22d-f3cb-421e-ba7b-dca5ae53fdec,3,False
01f3JbtYSvgiGcfN5pDqbwC9xoG2,10,False
01f73c08-c1bb-4077-a5ca-5d1dd7fc2dfb,67,True
01f7fb64-20fa-4105-af53-fc8ceeb55522,360,True
01f9cfd8-c9aa-4843-9da1-4f74e6e766d2,9,True
01fpMS6JiJOotVw4PBJtqXwMD8l2,29,False
01gseUmGpoWvdIVRdBpap4udjpz2,32,True
