user_id,session_id,event_key,event_datetime,event_category,prev_event,prev_time,time_diff_sec
1579315,0027e4a0-8f05-424d-98f5-5360b4d3d1f6,skip_question,2023-07-23 15:01:56,질문,click_question_start,2023-07-23 15:01:37,19.0
1579315,0027e4a0-8f05-424d-98f5-5360b4d3d1f6,skip_question,2023-07-23 15:03:41,질문,click_question_start,2023-07-23 15:03:38,3.0
1579315,0027e4a0-8f05-424d-98f5-5360b4d3d1f6,skip_question,2023-07-24 14:10:35,질문,click_question_start,2023-07-24 14:10:31,4.0
1466271,00299b74-bb78-423f-bdd7-2bb18e24fa71,skip_question,2023-07-19 23:20:46,질문,click_question_start,2023-07-19 23:19:51,55.0
1466271,00299b74-bb78-423f-bdd7-2bb18e24fa71,skip_question,2023-07-20 00:55:40,질문,click_question_start,2023-07-20 00:55:06,34.0
1466271,00299b74-bb78-423f-bdd7-2bb18e24fa71,skip_question,2023-07-21 00:47:00,질문,click_question_start,2023-07-21 00:46:45,15.0
909763,0029b380-f848-42d9-a81e-693bad7755f6,skip_question,2023-07-30 20:57:41,질문,click_question_start,2023-07-30 20:55:23,138.0
1417933,002E5DA7-1D74-40FA-973D-C24B8C7F01DF,skip_question,2023-08-06 00:41:45,질문,click_question_start,2023-08-06 00:41:36,9.0
1216020,002c0c82-2bf2-4f6c-88e0-27a33366d669,skip_question,2023-07-27 18:42:00,질문,click_question_start,2023-07-27 18:41:55,5.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-22 02:16:26,질문,click_question_start,2023-07-22 02:16:24,2.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-22 20:24:47,질문,click_question_start,2023-07-22 20:24:44,3.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-23 10:29:15,질문,click_question_start,2023-07-23 10:29:12,3.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-27 14:51:04,질문,click_question_start,2023-07-27 14:50:55,9.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-28 15:30:40,질문,click_question_start,2023-07-28 15:30:38,2.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-29 04:12:45,질문,click_question_start,2023-07-29 04:12:31,14.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-29 04:42:59,질문,click_question_start,2023-07-29 04:42:55,4.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-29 05:04:35,질문,click_question_start,2023-07-29 05:04:24,11.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-07-29 14:47:36,질문,click_question_start,2023-07-29 14:47:24,12.0
1522213,002ee9ad-eaa0-47d5-a638-d2dd577d91df,skip_question,2023-08-08 08:55:49,질문,click_question_start,2023-08-08 08:55:45,4.0
1560557,0032A6E5-CFC4-4B6F-A218-4A44C8CE1750,skip_question,2023-07-21 18:12:08,질문,click_question_start,2023-07-21 18:12:03,5.0
1560557,0032A6E5-CFC4-4B6F-A218-4A44C8CE1750,skip_question,2023-07-21 18:12:16,질문,click_question_start,2023-07-21 18:12:13,3.0
1560557,0032A6E5-CFC4-4B6F-A218-4A44C8CE1750,skip_question,2023-07-24 12:19:15,질문,click_question_start,2023-07-24 12:19:06,9.0
1560557,0032A6E5-CFC4-4B6F-A218-4A44C8CE1750,skip_question,2023-07-24 21:42:23,질문,click_question_start,2023-07-24 21:42:20,3.0
1356786,0034cdba-badc-422a-8956-546537b48352,skip_question,2023-07-23 23:35:21,질문,click_question_start,2023-07-23 23:35:14,7.0
1356786,0034cdba-badc-422a-8956-546537b48352,skip_question,2023-07-23 23:42:30,질문,click_question_start,2023-07-23 23:42:20,10.0
1356786,0034cdba-badc-422a-8956-546537b48352,skip_question,2023-08-03 18:12:58,질문,click_question_start,2023-08-03 18:12:54,4.0
1356786,0034cdba-badc-422a-8956-546537b48352,skip_question,2023-08-03 18:13:24,질문,click_question_start,2023-08-03 18:13:20,4.0
1356786,0034cdba-badc-422a-8956-546537b48352,skip_question,2023-08-07 20:58:27,질문,click_question_start,2023-08-07 20:58:19,8.0
1356786,0034cdba-badc-422a-8956-546537b48352,skip_question,2023-08-09 22:24:39,질문,click_question_start,2023-08-09 22:23:16,83.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-22 09:05:54,질문,click_question_start,2023-07-22 09:05:34,20.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-22 09:06:48,질문,click_question_start,2023-07-22 09:06:18,30.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-22 16:51:17,질문,click_question_start,2023-07-22 16:50:27,50.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-24 10:29:51,질문,click_question_start,2023-07-24 10:29:45,6.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-26 08:01:15,질문,click_question_start,2023-07-26 08:01:12,3.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-31 16:11:04,질문,click_question_start,2023-07-31 16:11:00,4.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-07-31 18:30:39,질문,click_question_start,2023-07-31 18:30:29,10.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-08-05 21:51:31,질문,click_question_start,2023-08-05 21:51:23,8.0
1568233,0038246f-2746-4524-95c3-a3af2de56b64,skip_question,2023-08-09 04:37:21,질문,click_question_start,2023-08-09 04:36:55,26.0
1376076,00395d60-fdd0-41fc-95b8-75fb85f29e3c,skip_question,2023-07-20 01:15:11,질문,click_question_start,2023-07-20 01:14:45,26.0
1376076,00395d60-fdd0-41fc-95b8-75fb85f29e3c,skip_question,2023-08-04 17:32:15,질문,click_question_start,2023-08-04 17:30:55,80.0
1560900,003C3A7D-E37A-43DE-B34D-BDB80CFBAB2B,skip_question,2023-07-21 15:40:58,질문,click_question_start,2023-07-21 15:40:55,3.0
1560900,003C3A7D-E37A-43DE-B34D-BDB80CFBAB2B,skip_question,2023-07-23 21:08:09,질문,click_question_start,2023-07-23 21:08:04,5.0
1560900,003C3A7D-E37A-43DE-B34D-BDB80CFBAB2B,skip_question,2023-07-29 16:48:46,질문,click_question_start,2023-07-29 16:48:35,11.0
1181127,003DCC72-05DB-4F14-866A-B455A72622EB,skip_question,2023-07-23 17:49:07,질문,click_question_start,2023-07-23 17:48:58,9.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-25 22:55:58,질문,click_question_start,2023-07-25 22:55:01,57.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-25 22:58:26,질문,click_question_start,2023-07-25 22:58:22,4.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-25 23:46:44,질문,click_question_start,2023-07-25 23:46:29,15.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 00:34:07,질문,click_question_start,2023-07-26 00:32:59,68.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 01:18:36,질문,click_question_start,2023-07-26 01:18:11,25.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 02:04:31,질문,click_question_start,2023-07-26 02:03:53,38.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 02:56:50,질문,click_question_start,2023-07-26 02:56:28,22.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 07:49:06,질문,click_question_start,2023-07-26 07:49:01,5.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 11:33:17,질문,click_question_start,2023-07-26 11:33:15,2.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 19:29:21,질문,click_question_start,2023-07-26 19:29:11,10.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 21:13:17,질문,click_question_start,2023-07-26 21:12:50,27.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-26 22:41:58,질문,click_question_start,2023-07-26 22:40:53,65.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-27 02:16:05,질문,click_question_start,2023-07-27 02:15:39,26.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-27 03:43:39,질문,click_question_start,2023-07-27 03:43:27,12.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-27 03:43:53,질문,click_question_start,2023-07-27 03:43:50,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-27 19:23:19,질문,click_question_start,2023-07-27 19:23:14,5.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-27 19:24:19,질문,click_question_start,2023-07-27 19:24:13,6.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-27 21:04:25,질문,click_question_start,2023-07-27 21:04:09,16.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-28 16:30:37,질문,click_question_start,2023-07-28 16:30:06,31.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-28 20:11:16,질문,click_question_start,2023-07-28 20:10:59,17.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-28 21:30:18,질문,click_question_start,2023-07-28 21:30:13,5.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-28 23:14:04,질문,click_question_start,2023-07-28 23:13:28,36.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-29 00:10:40,질문,click_question_start,2023-07-29 00:10:25,15.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-29 01:52:22,질문,click_question_start,2023-07-29 01:52:10,12.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-29 16:47:34,질문,click_question_start,2023-07-29 16:47:28,6.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 00:42:07,질문,click_question_start,2023-07-30 00:41:49,18.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 01:47:24,질문,click_question_start,2023-07-30 01:47:21,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 14:12:44,질문,click_question_start,2023-07-30 14:12:11,33.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 14:57:00,질문,click_question_start,2023-07-30 14:56:53,7.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 15:58:40,질문,click_question_start,2023-07-30 15:58:08,32.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 17:38:00,질문,click_question_start,2023-07-30 17:37:57,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 18:28:56,질문,click_question_start,2023-07-30 18:28:50,6.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 21:23:20,질문,click_question_start,2023-07-30 21:23:15,5.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-30 22:27:16,질문,click_question_start,2023-07-30 22:27:09,7.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-31 01:10:29,질문,click_question_start,2023-07-31 01:10:25,4.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-31 03:00:24,질문,click_question_start,2023-07-31 03:00:18,6.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-31 03:01:38,질문,click_question_start,2023-07-31 03:01:07,31.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-31 15:17:07,질문,click_question_start,2023-07-31 15:16:55,12.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-07-31 23:06:50,질문,click_question_start,2023-07-31 23:06:46,4.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-01 00:32:58,질문,click_question_start,2023-08-01 00:32:37,21.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-01 01:52:52,질문,click_question_start,2023-08-01 01:52:47,5.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-01 01:55:54,질문,click_question_start,2023-08-01 01:55:45,9.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-01 13:20:02,질문,click_question_start,2023-08-01 13:19:59,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-01 14:03:48,질문,click_question_start,2023-08-01 14:03:45,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-02 00:04:32,질문,click_question_start,2023-08-02 00:04:28,4.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-03 00:45:26,질문,click_question_start,2023-08-03 00:45:15,11.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-04 21:24:22,질문,click_question_start,2023-08-04 21:24:18,4.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-04 22:26:03,질문,click_question_start,2023-08-04 22:25:45,18.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-06 02:52:06,질문,click_question_start,2023-08-06 02:51:33,33.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-07 15:04:47,질문,click_question_start,2023-08-07 15:04:43,4.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-08 00:43:29,질문,click_question_start,2023-08-08 00:43:26,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-08 21:45:56,질문,click_question_start,2023-08-08 21:45:53,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-08 22:38:53,질문,click_question_start,2023-08-08 22:38:50,3.0
1579431,00403cb5-c62a-4c2c-a998-62ed2ef7624d,skip_question,2023-08-10 15:45:34,질문,click_question_start,2023-08-10 15:45:09,25.0
937285,00431a63-68f0-46d5-9ba2-efbd191ee01b,skip_question,2023-07-21 09:23:51,질문,click_question_start,2023-07-21 09:23:46,5.0
954395,004FD0B9-5F61-47DF-A8F1-5E832B82D35C,skip_question,2023-07-31 00:45:26,질문,click_question_start,2023-07-31 00:45:20,6.0
1536844,0051C075-DB91-4E18-86A2-B11AB27E9EC1,skip_question,2023-08-06 20:46:54,질문,click_question_start,2023-08-06 20:46:47,7.0
1550228,005537dd-2723-491b-a05f-e8c04417553f,skip_question,2023-08-06 20:20:25,질문,click_question_start,2023-08-06 20:20:14,11.0
1579849,005C4D5D-BF73-428A-96D0-160B200497E3,skip_question,2023-08-09 20:59:30,질문,click_question_start,2023-08-09 20:59:16,14.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 07:58:16,질문,click_question_start,2023-07-18 07:57:54,22.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 08:42:54,질문,click_question_start,2023-07-18 08:42:47,7.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 09:50:44,질문,click_question_start,2023-07-18 09:50:36,8.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 11:15:26,질문,click_question_start,2023-07-18 11:15:13,13.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 13:21:38,질문,click_question_start,2023-07-18 13:21:25,13.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 15:28:00,질문,click_question_start,2023-07-18 15:27:54,6.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 16:16:36,질문,click_question_start,2023-07-18 16:16:28,8.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 17:10:12,질문,click_question_start,2023-07-18 17:10:08,4.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-18 23:06:50,질문,click_question_start,2023-07-18 23:06:22,28.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 07:59:40,질문,click_question_start,2023-07-19 07:59:32,8.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 10:53:58,질문,click_question_start,2023-07-19 10:53:55,3.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 12:05:02,질문,click_question_start,2023-07-19 12:04:33,29.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 13:20:40,질문,click_question_start,2023-07-19 13:20:37,3.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 16:58:49,질문,click_question_start,2023-07-19 16:57:23,86.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 18:25:16,질문,click_question_start,2023-07-19 18:25:12,4.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 20:06:00,질문,click_question_start,2023-07-19 20:05:54,6.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-19 23:24:04,질문,click_question_start,2023-07-19 23:23:28,36.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 00:30:22,질문,click_question_start,2023-07-20 00:30:18,4.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 09:09:32,질문,click_question_start,2023-07-20 09:09:19,13.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 10:51:07,질문,click_question_start,2023-07-20 10:50:59,8.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 16:54:28,질문,click_question_start,2023-07-20 16:54:23,5.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 16:56:37,질문,click_question_start,2023-07-20 16:56:32,5.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 20:54:50,질문,click_question_start,2023-07-20 20:54:43,7.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-20 22:49:28,질문,click_question_start,2023-07-20 22:49:01,27.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-21 07:57:47,질문,click_question_start,2023-07-21 07:57:37,10.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-21 10:42:49,질문,click_question_start,2023-07-21 10:42:28,21.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-21 12:49:59,질문,click_question_start,2023-07-21 12:49:56,3.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-22 00:38:04,질문,click_question_start,2023-07-22 00:37:42,22.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-22 17:21:00,질문,click_question_start,2023-07-22 17:20:34,26.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-22 23:29:51,질문,click_question_start,2023-07-22 23:29:19,32.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-23 00:24:43,질문,click_question_start,2023-07-23 00:24:30,13.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-23 16:23:37,질문,click_question_start,2023-07-23 16:23:33,4.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-23 21:26:34,질문,click_question_start,2023-07-23 21:26:31,3.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-24 12:35:54,질문,click_question_start,2023-07-24 12:35:17,37.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-26 20:50:09,질문,click_question_start,2023-07-26 20:49:32,37.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-27 17:32:15,질문,click_question_start,2023-07-27 17:32:02,13.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-27 19:48:33,질문,click_question_start,2023-07-27 19:48:27,6.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-07-27 22:35:08,질문,click_question_start,2023-07-27 22:32:32,156.0
1556478,005fdf0f-8769-49c5-83ae-1c5c7c712afc,skip_question,2023-08-01 02:09:36,질문,click_question_start,2023-08-01 02:09:27,9.0
1343222,00646222-866b-48a0-b48b-9ce5b680ffd6,skip_question,2023-07-29 23:48:27,질문,click_question_start,2023-07-29 23:48:22,5.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-18 13:15:51,질문,click_question_start,2023-07-18 13:15:41,10.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-18 16:34:51,질문,click_question_start,2023-07-18 16:34:47,4.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-18 23:58:39,질문,click_question_start,2023-07-18 23:58:23,16.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-19 01:03:50,질문,click_question_start,2023-07-19 01:03:43,7.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-19 11:59:53,질문,click_question_start,2023-07-19 11:59:47,6.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-19 19:09:49,질문,click_question_start,2023-07-19 19:09:36,13.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-19 21:34:23,질문,click_question_start,2023-07-19 21:34:21,2.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-19 23:35:38,질문,click_question_start,2023-07-19 23:35:18,20.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-20 08:59:54,질문,click_question_start,2023-07-20 08:59:51,3.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-20 14:51:24,질문,click_question_start,2023-07-20 14:51:08,16.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-20 20:54:24,질문,click_question_start,2023-07-20 20:54:08,16.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-20 22:36:20,질문,click_question_start,2023-07-20 22:35:37,43.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-21 19:41:56,질문,click_question_start,2023-07-21 19:41:41,15.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-22 22:42:52,질문,click_question_start,2023-07-22 22:42:32,20.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-22 23:43:09,질문,click_question_start,2023-07-22 23:42:54,15.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-23 23:07:56,질문,click_question_start,2023-07-23 23:07:53,3.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-24 01:56:37,질문,click_question_start,2023-07-24 01:56:14,23.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-25 00:04:02,질문,click_question_start,2023-07-25 00:03:57,5.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-28 21:18:00,질문,click_question_start,2023-07-28 21:17:57,3.0
1052825,00659739-89F5-4A5A-9062-46B5AFE2234B,skip_question,2023-07-31 20:13:29,질문,click_question_start,2023-07-31 20:13:21,8.0
